identifier,file,collection,mediatype,title,subject[0],subject[1],subject[2],subject[3],subject[4],subject[5],subject[6],licenseurl[0],licenseurl[1],contributor,creator,date,description
zeromq_1.0.0,zeromq-logo.png,opensource,software,ZeroMQ 1.0.0 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2010-12-01,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_1.0.1,zeromq-logo.png,opensource,software,ZeroMQ 1.0.1 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2010-12-01,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.0,zeromq-logo.png,opensource,software,ZeroMQ 2.0 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2010-12-01,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.0.10,zeromq-logo.png,opensource,software,ZeroMQ 2.0.10 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2010-10-15,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.0.11,zeromq-logo.png,opensource,software,ZeroMQ 2.0.11 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2011-03-21,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.0.6,zeromq-logo.png,opensource,software,ZeroMQ 2.0.6 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2010-03-16,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.0.7,zeromq-logo.png,opensource,software,ZeroMQ 2.0.7 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2010-06-04,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.0.8,zeromq-logo.png,opensource,software,ZeroMQ 2.0.8 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2010-08-25,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.0.9,zeromq-logo.png,opensource,software,ZeroMQ 2.0.9 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2010-09-04,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.1.0,zeromq-logo.png,opensource,software,ZeroMQ 2.1.0 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2010-12-01,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.1.1,zeromq-logo.png,opensource,software,ZeroMQ 2.1.1 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2011-02-23,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.1.10,zeromq-logo.png,opensource,software,ZeroMQ 2.1.10 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2011-10-03,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.1.11,zeromq-logo.png,opensource,software,ZeroMQ 2.1.11 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2011-12-19,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.1.2,zeromq-logo.png,opensource,software,ZeroMQ 2.1.2 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2011-03-06,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.1.3,zeromq-logo.png,opensource,software,ZeroMQ 2.1.3 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2011-03-21,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.1.4,zeromq-logo.png,opensource,software,ZeroMQ 2.1.4 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2011-03-30,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.1.7,zeromq-logo.png,opensource,software,ZeroMQ 2.1.7 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2011-05-12,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.1.8,zeromq-logo.png,opensource,software,ZeroMQ 2.1.8 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2011-07-28,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
zeromq_2.1.9,zeromq-logo.png,opensource,software,ZeroMQ 2.1.9 Source Archive,software,source,message_queue,opensource,imatix,fastmq,zeromq,http://www.gnu.org/licenses/lgpl-3.0.en.html,http://www.gnu.org/licenses/gpl-3.0.txt,iMatix Corporation sprl,The ZeroMQ Project,2011-08-29,"<p>ZeroMQ (<a href=""http://zeromq.org/"">website</a>), also known as 0MQ, is a distributed messaging platform.  It was originally developed by FastMQ (founded by Martin Sustrik and Pieter Hintjens) between 2007 and 2009, and then <a href=""http://lists.zeromq.org/pipermail/zeromq-dev/2009-November/001353.html"">acquired by iMatix Corporation</a> in November 2009.  Since 2009 it has been developed by the ZeroMQ Project using <a href=""http://rfc.zeromq.org/spec:42"">the C4 development process</a>.</p>  <p><a href=""https://github.com/zeromq/"">ZeroMQ is now maintained on GitHub</a> in a series of repositories: <a href=""https://github.com/zeromq/libzmq"">libzmq</a> has the core (C++) implementation, <a href=""https://github.com/zeromq/czmq"">czmq</a> has a C wrapper, and there are bindings for many other popular software development languages including Python, Go, .NET, etc.</p>  <p>This collection includes the early source archives released by FastMQ, iMatix Corporation and the ZeroMQ Project, including development between 2007 and 2015.  Current releases are available through the GitHub Releases mechanism (eg, <a href=""https://github.com/zeromq/zeromq4-1/releases"">ZeroMQ 4.1 releases</a>, <a href=""https://github.com/zeromq/czmq/releases"">czmq releases</a>).</p>"
